0.00000000e+00	3.02700000e-01	7.00000000e-01	
5.00000000e-02	2.83100000e-01	6.98417650e-01	
1.00000000e-01	2.65100000e-01	6.96261847e-01	
1.50000000e-01	2.46300000e-01	6.93500959e-01	
2.00000000e-01	2.28800000e-01	6.90168060e-01	
2.50000000e-01	2.14000000e-01	6.86340393e-01	
3.00000000e-01	2.03100000e-01	6.82134952e-01	
3.50000000e-01	1.96000000e-01	6.77668319e-01	
4.00000000e-01	1.83900000e-01	6.72772121e-01	
4.50000000e-01	1.70900000e-01	6.67408172e-01	
5.00000000e-01	1.57500000e-01	6.61553594e-01	
5.50000000e-01	1.52700000e-01	6.55487012e-01	
6.00000000e-01	1.46100000e-01	6.49144751e-01	
6.50000000e-01	1.38900000e-01	6.42502251e-01	
7.00000000e-01	1.32600000e-01	6.35586192e-01	
7.50000000e-01	1.21600000e-01	6.28230056e-01	
8.00000000e-01	1.15300000e-01	6.20591572e-01	
8.50000000e-01	1.13600000e-01	6.12830887e-01	
9.00000000e-01	1.10000000e-01	6.04882369e-01	
9.50000000e-01	1.02900000e-01	5.96621345e-01	
1.00000000e+00	9.96000000e-02	5.88183654e-01	
1.05000000e+00	9.53000000e-02	5.79535059e-01	
1.10000000e+00	9.21000000e-02	5.70717709e-01	
1.15000000e+00	8.75000000e-02	5.61683371e-01	
1.20000000e+00	8.67000000e-02	5.52575381e-01	
1.25000000e+00	8.48000000e-02	5.43358429e-01	
1.30000000e+00	8.15000000e-02	5.33985694e-01	
1.35000000e+00	8.15000000e-02	5.24585575e-01	
1.40000000e+00	7.95000000e-02	5.15089840e-01	
1.45000000e+00	7.66000000e-02	5.05471109e-01	
1.50000000e+00	7.29000000e-02	4.95706028e-01	
1.55000000e+00	6.95000000e-02	4.85813008e-01	
1.60000000e+00	6.78000000e-02	4.75863524e-01	
1.65000000e+00	6.85000000e-02	4.65955417e-01	
1.70000000e+00	6.61000000e-02	4.55980627e-01	
1.75000000e+00	6.34000000e-02	4.45936584e-01	
1.80000000e+00	6.11000000e-02	4.35847189e-01	
1.85000000e+00	6.04000000e-02	4.25780681e-01	
1.90000000e+00	6.05000000e-02	4.15774867e-01	
1.95000000e+00	5.85000000e-02	4.05761062e-01	
2.00000000e+00	5.90000000e-02	3.95839014e-01	
2.05000000e+00	5.55000000e-02	3.85872417e-01	
2.10000000e+00	5.42000000e-02	3.75950278e-01	
2.15000000e+00	5.18000000e-02	3.66042628e-01	
2.20000000e+00	5.05000000e-02	3.56197676e-01	
2.25000000e+00	4.93000000e-02	3.46427460e-01	
2.30000000e+00	5.09000000e-02	3.36835368e-01	
2.35000000e+00	4.69000000e-02	3.27237962e-01	
2.40000000e+00	4.52000000e-02	3.17722938e-01	
2.45000000e+00	4.45000000e-02	3.08331158e-01	
2.50000000e+00	4.35000000e-02	2.99059546e-01	
2.55000000e+00	4.34000000e-02	2.89943045e-01	
2.60000000e+00	4.24000000e-02	2.80958613e-01	
2.65000000e+00	4.04000000e-02	2.72081816e-01	
2.70000000e+00	4.02000000e-02	2.63373412e-01	
2.75000000e+00	4.01000000e-02	2.54839977e-01	
2.80000000e+00	4.00000000e-02	2.46484528e-01	
2.85000000e+00	3.92000000e-02	2.38290125e-01	
2.90000000e+00	3.98000000e-02	2.30298330e-01	
2.95000000e+00	3.96000000e-02	2.22488210e-01	
3.00000000e+00	3.77000000e-02	2.14817092e-01	
3.05000000e+00	3.76000000e-02	2.07334859e-01	
3.10000000e+00	3.75000000e-02	2.00041956e-01	
3.15000000e+00	3.62000000e-02	1.92909634e-01	
3.20000000e+00	3.48000000e-02	1.85937589e-01	
3.25000000e+00	3.55000000e-02	1.79175367e-01	
3.30000000e+00	3.58000000e-02	1.72611563e-01	
3.35000000e+00	3.53000000e-02	1.66226938e-01	
3.40000000e+00	3.40000000e-02	1.60003998e-01	
3.45000000e+00	3.38000000e-02	1.53965284e-01	
3.50000000e+00	3.42000000e-02	1.48120519e-01	
3.55000000e+00	3.42000000e-02	1.42458785e-01	
3.60000000e+00	3.61000000e-02	1.37012091e-01	
3.65000000e+00	3.88000000e-02	1.31788257e-01	
3.70000000e+00	4.13000000e-02	1.26776084e-01	
3.75000000e+00	4.14000000e-02	1.21928360e-01	
3.80000000e+00	4.26000000e-02	1.17259393e-01	
3.85000000e+00	4.23000000e-02	1.12740681e-01	
3.90000000e+00	4.14000000e-02	1.08360357e-01	
3.95000000e+00	4.25000000e-02	1.04145380e-01	
4.00000000e+00	4.08000000e-02	1.00051415e-01	
4.05000000e+00	4.18000000e-02	9.61139160e-02	
4.10000000e+00	4.10000000e-02	9.23044020e-02	
