0.00000000e+00	2.94900000e-01	7.00000000e-01	
5.00000000e-02	2.68700000e-01	6.97964050e-01	
1.00000000e-01	2.42000000e-01	6.94836966e-01	
1.50000000e-01	2.20600000e-01	6.90862116e-01	
2.00000000e-01	2.07900000e-01	6.86355425e-01	
2.50000000e-01	1.90200000e-01	6.81192208e-01	
3.00000000e-01	1.78700000e-01	6.75569874e-01	
3.50000000e-01	1.66000000e-01	6.69475400e-01	
4.00000000e-01	1.57400000e-01	6.63025959e-01	
4.50000000e-01	1.45900000e-01	6.56139794e-01	
5.00000000e-01	1.34500000e-01	6.48825876e-01	
5.50000000e-01	1.20700000e-01	6.41016126e-01	
6.00000000e-01	1.12500000e-01	6.32876202e-01	
6.50000000e-01	1.05400000e-01	6.24445136e-01	
7.00000000e-01	9.90000000e-02	6.15753456e-01	
7.50000000e-01	9.40000000e-02	6.06833145e-01	
8.00000000e-01	8.68000000e-02	5.97623941e-01	
8.50000000e-01	8.17000000e-02	5.88195632e-01	
9.00000000e-01	7.71000000e-02	5.78562859e-01	
9.50000000e-01	7.13000000e-02	5.68695997e-01	
1.00000000e+00	6.57000000e-02	5.58627564e-01	
1.05000000e+00	6.01000000e-02	5.48352776e-01	
1.10000000e+00	5.59000000e-02	5.37928032e-01	
1.15000000e+00	5.25000000e-02	5.27383973e-01	
1.20000000e+00	4.99000000e-02	5.16760670e-01	
1.25000000e+00	4.75000000e-02	5.06070331e-01	
1.30000000e+00	4.35000000e-02	4.95262792e-01	
1.35000000e+00	4.19000000e-02	4.84432971e-01	
1.40000000e+00	3.79000000e-02	4.73495231e-01	
1.45000000e+00	3.63000000e-02	4.62544414e-01	
1.50000000e+00	3.40000000e-02	4.51559282e-01	
1.55000000e+00	3.00000000e-02	4.40499383e-01	
1.60000000e+00	2.85000000e-02	4.29456452e-01	
1.65000000e+00	2.72000000e-02	4.18456518e-01	
1.70000000e+00	2.46000000e-02	4.07464205e-01	
1.75000000e+00	2.37000000e-02	3.96541062e-01	
1.80000000e+00	2.19000000e-02	3.85672012e-01	
1.85000000e+00	2.10000000e-02	3.74888949e-01	
1.90000000e+00	2.03000000e-02	3.64211969e-01	
1.95000000e+00	2.00000000e-02	3.53669580e-01	
2.00000000e+00	1.72000000e-02	3.43184800e-01	
2.05000000e+00	1.59000000e-02	3.32812272e-01	
2.10000000e+00	1.44000000e-02	3.22556241e-01	
2.15000000e+00	1.35000000e-02	3.12441665e-01	
2.20000000e+00	1.32000000e-02	3.02493179e-01	
2.25000000e+00	1.27000000e-02	2.92710863e-01	
2.30000000e+00	1.23000000e-02	2.83106085e-01	
2.35000000e+00	1.05000000e-02	2.73632382e-01	
2.40000000e+00	9.50000000e-03	2.64325201e-01	
2.45000000e+00	8.90000000e-03	2.55202151e-01	
2.50000000e+00	9.40000000e-03	2.46305106e-01	
2.55000000e+00	8.50000000e-03	2.37591070e-01	
2.60000000e+00	7.90000000e-03	2.29067377e-01	
2.65000000e+00	8.20000000e-03	2.20768095e-01	
2.70000000e+00	8.40000000e-03	2.12693245e-01	
2.75000000e+00	8.80000000e-03	2.04847550e-01	
2.80000000e+00	8.60000000e-03	1.97213340e-01	
2.85000000e+00	8.70000000e-03	1.89804201e-01	
2.90000000e+00	8.90000000e-03	1.82621056e-01	
2.95000000e+00	8.60000000e-03	1.75642141e-01	
3.00000000e+00	7.80000000e-03	1.68850315e-01	
3.05000000e+00	8.20000000e-03	1.62279335e-01	
3.10000000e+00	8.00000000e-03	1.55905847e-01	
3.15000000e+00	7.50000000e-03	1.49722670e-01	
3.20000000e+00	6.20000000e-03	1.43714064e-01	
3.25000000e+00	6.30000000e-03	1.37912194e-01	
3.30000000e+00	5.90000000e-03	1.32298749e-01	
3.35000000e+00	6.10000000e-03	1.26888292e-01	
3.40000000e+00	5.70000000e-03	1.21664162e-01	
3.45000000e+00	5.60000000e-03	1.16626209e-01	
3.50000000e+00	5.30000000e-03	1.11761833e-01	
3.55000000e+00	5.30000000e-03	1.07074624e-01	
3.60000000e+00	5.10000000e-03	1.02555419e-01	
3.65000000e+00	4.80000000e-03	9.81917053e-02	
3.70000000e+00	5.10000000e-03	9.40024986e-02	
3.75000000e+00	5.40000000e-03	8.99770039e-02	
3.80000000e+00	4.90000000e-03	8.60932122e-02	
3.85000000e+00	4.80000000e-03	8.23546294e-02	
3.90000000e+00	5.10000000e-03	7.87716201e-02	
3.95000000e+00	4.80000000e-03	7.53266741e-02	
4.00000000e+00	4.20000000e-03	7.20022340e-02	
4.05000000e+00	3.60000000e-03	6.88031492e-02	
4.10000000e+00	4.00000000e-03	6.57408523e-02	
4.15000000e+00	4.40000000e-03	6.28137823e-02	
4.20000000e+00	3.90000000e-03	6.00000917e-02	
4.25000000e+00	3.80000000e-03	5.73024508e-02	
4.30000000e+00	3.10000000e-03	5.47059947e-02	
4.35000000e+00	3.40000000e-03	5.22250881e-02	
4.40000000e+00	2.90000000e-03	4.98410491e-02	
4.45000000e+00	3.00000000e-03	4.75607296e-02	
4.50000000e+00	3.20000000e-03	4.53812212e-02	
4.55000000e+00	3.20000000e-03	4.32987300e-02	
4.60000000e+00	2.70000000e-03	4.13075373e-02	
4.65000000e+00	3.20000000e-03	3.94093954e-02	
4.70000000e+00	3.30000000e-03	3.75981109e-02	
4.75000000e+00	3.30000000e-03	3.58639253e-02	
4.80000000e+00	3.60000000e-03	3.42159178e-02	
4.85000000e+00	3.80000000e-03	3.26489013e-02	
4.90000000e+00	4.20000000e-03	3.11580993e-02	
4.95000000e+00	4.10000000e-03	2.97331983e-02	
5.00000000e+00	4.80000000e-03	2.83789124e-02	
5.05000000e+00	4.60000000e-03	2.70863822e-02	
5.10000000e+00	4.50000000e-03	2.58495640e-02	
5.15000000e+00	4.20000000e-03	2.46644389e-02	
5.20000000e+00	4.10000000e-03	2.35327352e-02	
5.25000000e+00	4.20000000e-03	2.24575618e-02	
5.30000000e+00	3.90000000e-03	2.14302990e-02	
5.35000000e+00	4.60000000e-03	2.04573819e-02	
5.40000000e+00	4.10000000e-03	1.95205377e-02	
5.45000000e+00	3.70000000e-03	1.86241772e-02	
5.50000000e+00	4.50000000e-03	1.77756607e-02	
5.55000000e+00	4.50000000e-03	1.69639888e-02	
5.60000000e+00	4.70000000e-03	1.61913998e-02	
5.65000000e+00	4.50000000e-03	1.54586730e-02	
5.70000000e+00	5.50000000e-03	1.47664497e-02	
5.75000000e+00	5.60000000e-03	1.41079227e-02	
5.80000000e+00	6.20000000e-03	1.34871870e-02	
5.85000000e+00	6.50000000e-03	1.28972153e-02	
5.90000000e+00	6.80000000e-03	1.23422473e-02	
5.95000000e+00	6.70000000e-03	1.18148545e-02	
6.00000000e+00	7.90000000e-03	1.13235010e-02	
6.05000000e+00	8.30000000e-03	1.08629115e-02	
6.10000000e+00	9.90000000e-03	1.04366370e-02	
6.15000000e+00	1.00000000e-02	1.00353415e-02	
6.20000000e+00	1.02000000e-02	9.66063885e-03	
6.25000000e+00	1.01000000e-02	9.30289884e-03	
6.30000000e+00	1.01000000e-02	8.96026903e-03	
6.35000000e+00	1.00000000e-02	8.64267551e-03	
6.40000000e+00	1.01000000e-02	8.34732684e-03	
